"zip","population","city","county"
"49070",2175,"Martin","Allegan County"
"49680",2170,"South Boardman","Kalkaska County"
"49125",2167,"Sawyer","Berrien County"
"49043",2166,"Covert","Van Buren County"
"48834",2159,"Fenwick","Montcalm County"
"49034",2128,"Climax","Kalamazoo County"
"49799",2126,"Wolverine","Cheboygan County"
"49255",2124,"Montgomery","Branch County"
"49968",2124,"Wakefield","Gogebic County"
"49730",2115,"Elmira","Antrim County"
"49089",2100,"Sherwood","Branch County"
"49287",2099,"Tipton","Lenawee County"
"48767",2075,"Unionville","Tuscola County"
"49664",2071,"Maple City","Leelanau County"
"49747",2068,"Hubbard Lake","Alcona County"
"49629",2067,"Elk Rapids","Antrim County"
"49751",2063,"Johannesburg","Otsego County"
"49235",2059,"Clayton","Lenawee County"
"49892",2057,"Vulcan","Dickinson County"
"48741",2043,"Kingston","Tuscola County"
"49683",2002,"Thompsonville","Benzie County"
"48464",1999,"Otter Lake","Lapeer County"
"48890",1976,"Sunfield","Eaton County"
"48652",1974,"Rhodes","Gladwin County"
"49795",1972,"Vanderbilt","Otsego County"
"48824",1969,"East Lansing","Ingham County"
"48877",1967,"Riverdale","Gratiot County"
"48628",1958,"Hope","Midland County"
"49271",1946,"Pittsford","Hillsdale County"
"49092",1945,"Tekonsha","Calhoun County"
"49238",1945,"Deerfield","Lenawee County"
"49644",1920,"Irons","Lake County"
"48865",1918,"Orleans","Ionia County"
"48725",1910,"Caseville","Huron County"
"49777",1899,"Presque Isle","Presque Isle County"
"48032",1864,"Jeddo","St. Clair County"
"49241",1859,"Hanover","Jackson County"
"48861",1839,"Mulliken","Eaton County"
"49410",1837,"Fountain","Mason County"
"48770",1826,"Whittemore","Iosco County"
"49885",1820,"Skandia","Marquette County"
"49061",1818,"Jones","Cass County"
"49645",1802,"Kaleva","Manistee County"
"48806",1794,"Ashley","Gratiot County"
"49033",1790,"Ceresco","Calhoun County"
"49753",1766,"Lachine","Alpena County"
"49774",1766,"Pickford","Chippewa County"
"49755",1753,"Levering","Emmet County"
"49113",1732,"Galien","Berrien County"
"49670",1732,"Northport","Leelanau County"
"49656",1731,"Luther","Lake County"
"48370",1725,"Oxford","Oakland County"
"48747",1720,"Munger","Bay County"
"49264",1718,"Onondaga","Ingham County"
"49769",1710,"Pellston","Emmet County"
"49405",1705,"Custer","Mason County"
"49896",1702,"Wilson","Menominee County"
"48607",1676,"Saginaw","Saginaw County"
"49436",1672,"Mears","Oceana County"
"49653",1672,"Lake Leelanau","Leelanau County"
"49026",1666,"Bloomingdale","Van Buren County"
"49733",1657,"Frederic","Crawford County"
"49459",1647,"Walkerville","Oceana County"
"49780",1638,"Rudyard","Chippewa County"
"48886",1621,"Six Lakes","Montcalm County"
"48742",1611,"Lincoln","Alcona County"
"49689",1610,"Wellston","Manistee County"
"48635",1608,"Lupton","Ogemaw County"
"48860",1601,"Muir","Ionia County"
"49338",1586,"Paris","Newaygo County"
"48733",1573,"Fairgrove","Tuscola County"
"49411",1572,"Free Soil","Mason County"
"49309",1552,"Bitely","Newaygo County"
"49347",1546,"Trufant","Montcalm County"
"49102",1530,"Berrien Center","Berrien County"
"49288",1518,"Waldron","Hillsdale County"
"49402",1517,"Branch","Lake County"
"48878",1510,"Rosebush","Isabella County"
"49342",1508,"Rodney","Mecosta County"
"49776",1504,"Posen","Presque Isle County"
"48466",1501,"Peck","Sanilac County"
"48889",1482,"Sumner","Gratiot County"
"48729",1478,"Deford","Tuscola County"
"48731",1477,"Elkton","Huron County"
"49630",1472,"Empire","Leelanau County"
"49729",1463,"Ellsworth","Antrim County"
"49759",1450,"Millersburg","Presque Isle County"
"48748",1438,"National City","Iosco County"
"48897",1434,"Woodland","Barry County"
"49126",1430,"Sodus","Berrien County"
"49050",1428,"Dowling","Barry County"
"48050",1427,"New Haven","Macomb County"
"48745",1416,"Mikado","Alcona County"
"48472",1403,"Snover","Sanilac County"
"48873",1402,"Pewamo","Ionia County"
"49612",1400,"Alden","Antrim County"
"49719",1389,"Cedarville","Mackinac County"
"49893",1361,"Wallace","Menominee County"
"49679",1351,"Sears","Osceola County"
"48760",1342,"Silverwood","Lapeer County"
"49029",1341,"Burlington","Calhoun County"
"49784",1327,"Kincheloe","Chippewa County"
"49318",1326,"Casnovia","Muskegon County"
"48502",1323,"Flint","Genesee County"
"48766",1319,"Twining","Arenac County"
"48749",1311,"Omer","Arenac County"
"48649",1309,"Oakley","Saginaw County"
"49440",1297,"Muskegon","Muskegon County"
"48469",1295,"Port Sanilac","Sanilac County"
"48662",1293,"Wheeler","Gratiot County"
"49821",1292,"Daggett","Menominee County"
"48401",1289,"Applegate","Sanilac County"
"49130",1282,"Union","Cass County"
"48426",1280,"Decker","Sanilac County"
"48832",1276,"Elwell","Gratiot County"
"48701",1268,"Akron","Tuscola County"
"48468",1266,"Port Hope","Huron County"
"49876",1262,"Quinnesec","Dickinson County"
"49640",1255,"Honor","Benzie County"
"49262",1238,"North Adams","Hillsdale County"
"48157",1225,"Luna Pier","Monroe County"
"49818",1225,"Cornell","Marquette County"
"48737",1214,"Glennie","Alcona County"
"49827",1203,"Engadine","Mackinac County"
"49625",1202,"Copemish","Manistee County"
"49814",1198,"Champion","Marquette County"
"49227",1194,"Allen","Hillsdale County"
"49623",1193,"Chase","Lake County"
"49268",1179,"Palmyra","Lenawee County"
"48445",1169,"Kinde","Huron County"
"48454",1162,"Melvin","Sanilac County"
"49724",1151,"Dafter","Chippewa County"
"49322",1147,"Coral","Montcalm County"
"49880",1135,"Rock","Marquette County"
"48720",1116,"Bay Port","Huron County"
"48885",1108,"Sidney","Montcalm County"
"49853",1100,"McMillan","Luce County"
"49879",1093,"Republic","Marquette County"
"49847",1070,"Hermansville","Menominee County"
"48762",1069,"Spruce","Alcona County"
"48621",1065,"Fairview","Oscoda County"
"49632",1053,"Falmouth","Missaukee County"
"49836",1051,"Germfask","Schoolcraft County"
"48613",1039,"Bentley","Bay County"
"49969",1039,"Watersmeet","Gogebic County"
"48738",1036,"Greenbush","Alcona County"
"49619",1031,"Brethren","Manistee County"
"49752",1018,"Kinross","Chippewa County"
"49642",1013,"Idlewild","Lake County"
"49726",1001,"Drummond Island","Chippewa County"
"49874",997,"Powers","Menominee County"
"49052",994,"Fulton","Kalamazoo County"
"48727",984,"Clifford","Lapeer County"
"48735",981,"Gagetown","Tuscola County"
"48845",981,"Hubbardston","Ionia County"
"49950",981,"Mohawk","Keweenaw County"
"48614",978,"Brant","Saginaw County"
"48754",973,"Owendale","Huron County"
"49716",967,"Brutus","Emmet County"
"48028",961,"Harsens Island","St. Clair County"
"49638",954,"Harrietta","Wexford County"
"49745",950,"Hessel","Mackinac County"
"49303",928,"Bailey","Muskegon County"
"49894",912,"Wells","Delta County"
"49705",911,"Afton","Cheboygan County"
"49744",900,"Herron","Alpena County"
"49743",890,"Hawks","Presque Isle County"
"49279",889,"Sand Creek","Lenawee County"
"49922",888,"Dollar Bay","Houghton County"
"49248",883,"Jasper","Lenawee County"
"48856",879,"Middleton","Gratiot County"
"49276",873,"Riga","Lenawee County"
"49895",873,"Wetmore","Delta County"
"48761",867,"South Branch","Ogemaw County"
"49912",859,"Bruce Crossing","Ontonagon County"
"48636",852,"Luzerne","Oscoda County"
"49618",848,"Boon","Wexford County"
"49958",839,"Pelkie","Houghton County"
"49757",836,"Mackinac Island","Mackinac County"
"49947",823,"Marenisco","Gogebic County"
"49812",808,"Carney","Menominee County"
"48724",796,"Carrollton","Saginaw County"
"48807",787,"Bannister","Gratiot County"
"49406",781,"Douglas","Allegan County"
"49934",780,"Hubbell","Houghton County"
"49816",768,"Chatham","Alger County"
"49835",757,"Garden","Delta County"
"49675",743,"Onekama","Manistee County"
"48853",740,"Maple Rapids","Clinton County"
"49701",739,"Mackinaw City","Emmet County"
"48456",728,"Minden City","Sanilac County"
"48841",713,"Henderson","Shiawassee County"
"49840",707,"Gulliver","Schoolcraft County"
"49718",703,"Carp Lake","Emmet County"
"49654",702,"Leland","Leelanau County"
"49760",694,"Moran","Mackinac County"
"49667",666,"Merritt","Missaukee County"
"49782",657,"Beaver Island","Charlevoix County"
"49925",647,"Ewen","Ontonagon County"
"49066",645,"Leonidas","St. Joseph County"
"49817",627,"Cooks","Delta County"
"49806",621,"Au Train","Alger County"
"49891",619,"Trenary","Alger County"
"48476",604,"Vernon","Shiawassee County"
"49129",602,"Union Pier","Berrien County"
"49948",599,"Mass City","Ontonagon County"
"49725",592,"De Tour Village","Chippewa County"
"49636",584,"Glen Arbor","Leelanau County"
"49834",583,"Foster City","Dickinson County"
"48470",579,"Ruth","Huron County"
"49762",577,"Naubinway","Mackinac County"
"49915",576,"Caspian","Iron County"
"49613",570,"Arcadia","Manistee County"
"49831",569,"Felch","Dickinson County"
"49884",567,"Shingleton","Alger County"
"49861",561,"Michigamme","Baraga County"
"48765",554,"Turner","Arenac County"
"48465",553,"Palms","Sanilac County"
"49886",543,"Spalding","Menominee County"
"48432",536,"Filion","Huron County"
"49963",523,"South Range","Houghton County"
"49805",516,"Allouez","Keweenaw County"
"49965",501,"Toivola","Houghton County"
"49871",499,"Palmer","Marquette County"
"49736",487,"Goetzville","Chippewa County"
"49104",479,"Berrien Springs","Berrien County"
"48619",454,"Comins","Oscoda County"
"49955",449,"Painesdale","Houghton County"
"49768",441,"Paradise","Chippewa County"
"48705",423,"Barton City","Alcona County"
"48721",420,"Black River","Alcona County"
"49971",415,"White Pine","Ontonagon County"
"49808",414,"Big Bay","Marquette County"
"49611",403,"Alba","Antrim County"
"49838",391,"Gould City","Mackinac County"
"49927",390,"Gaastra","Iron County"
"49796",375,"Walloon Lake","Charlevoix County"
"48177",370,"Samaria","Monroe County"
"49728",368,"Eckerman","Chippewa County"
"49921",362,"Dodgeville","Houghton County"
"49881",357,"Sagola","Dickinson County"
"49967",356,"Trout Creek","Houghton County"
"48437",348,"Genesee","Genesee County"
"48816",347,"Cohoctah","Livingston County"
"49959",347,"Ramsay","Gogebic County"
"49710",330,"Barbeau","Chippewa County"
"49917",312,"Copper City","Houghton County"
"49839",309,"Grand Marais","Alger County"
"48728",302,"Curran","Alcona County"
"49027",284,"Breedsville","Van Buren County"
"49261",278,"Napoleon","Jackson County"
"49825",278,"Eben Junction","Alger County"
"49970",277,"Watton","Baraga County"
"49901",273,"Ahmeek","Keweenaw County"
"48896",268,"Winn","Isabella County"
"49627",267,"Eastport","Antrim County"
"49826",256,"Rumely","Alger County"
"49320",239,"Chippewa Lake","Mecosta County"
"49910",239,"Bergland","Ontonagon County"
"49872",226,"Perkins","Delta County"
"49960",226,"Rockland","Ontonagon County"
"49628",225,"Elberta","Benzie County"
"49822",225,"Deerton","Alger County"
"49074",223,"Nazareth","Kalamazoo County"
"49929",219,"Greenland","Ontonagon County"
"49962",219,"Skanee","Baraga County"
"49791",215,"Topinabee","Cheboygan County"
"48870",214,"Palo","Ionia County"
"49902",210,"Alpha","Iron County"
"49815",205,"Channing","Dickinson County"
"49626",202,"Eastlake","Manistee County"
"49820",200,"Curtis","Mackinac County"
"49903",194,"Amasa","Iron County"
"49674",191,"Omena","Leelanau County"
"48143",189,"Lakeland","Livingston County"
"48190",187,"Whittaker","Washtenaw County"
"49863",186,"Nadeau","Menominee County"
"48874",185,"Pompeii","Gratiot County"
"49883",173,"Seney","Schoolcraft County"
"49634",172,"Filer City","Manistee County"
"48852",166,"Mcbrides","Montcalm County"
"49075",166,"Nottawa","St. Joseph County"
"49748",165,"Hulbert","Chippewa County"
"49312",160,"Brohman","Newaygo County"
"48620",146,"Edenville","Midland County"
"49961",141,"Sidnaw","Houghton County"
"49335",140,"Moline","Allegan County"
"49119",134,"New Troy","Berrien County"
"49458",134,"Walhalla","Mason County"
"49852",133,"Loretto","Dickinson County"
"49952",133,"Nisula","Houghton County"
"48434",132,"Forestville","Sanilac County"
"48627",129,"Higgins Lake","Roscommon County"
"48633",129,"Lake George","Clare County"
"49793",126,"Trout Lake","Chippewa County"
"49063",120,"Lacota","Van Buren County"
"49833",119,"Little Lake","Marquette County"
"48410",114,"Argyle","Sanilac County"
"48440",114,"Hadley","Lapeer County"
"49116",111,"Lakeside","Berrien County"
"49115",110,"Harbert","Berrien County"
"49919",101,"Covington","Baraga County"
"49918",100,"Copper Harbor","Keweenaw County"
"49409",99,"Ferrysburg","Ottawa County"
"49873",99,"Perronville","Menominee County"
"49848",94,"Ingalls","Menominee County"
"48139",89,"Hamburg","Livingston County"
"49289",81,"Weston","Lenawee County"
"49282",71,"Somerset Center","Hillsdale County"
"48630",70,"Houghton Lake Heights","Roscommon County"
"49942",69,"Kearsarge","Houghton County"
"49717",68,"Burt Lake","Cheboygan County"
"49443",67,"Muskegon","Muskegon County"
"49430",50,"Lamont","Ottawa County"
"49722",45,"Conway","Emmet County"
"49775",44,"Pointe Aux Pins","Mackinac County"
"48743",38,"Long Lake","Iosco County"
"49864",32,"Nahma","Delta County"
"48411",30,"Atlas","Genesee County"
"48862",25,"North Star","Gratiot County"
"49434",14,"Macatawa","Ottawa County"
"49084",13,"Riverside","Berrien County"
"49258",10,"Mosherville","Hillsdale County"
"49877",10,"Ralph","Dickinson County"
