"zip","population","city","county"
"62351",1934,"Mendon","Adams County"
"62312",1933,"Barry","Pike County"
"60444",1928,"Mazon","Grundy County"
"61469",1926,"Oquawka","Henderson County"
"62808",1902,"Ashley","Washington County"
"62272",1898,"Percy","Randolph County"
"62360",1898,"Payson","Adams County"
"62257",1897,"Marissa","St. Clair County"
"62865",1894,"Mulkeytown","Franklin County"
"62888",1893,"Tamaroa","Perry County"
"62531",1892,"Edinburg","Christian County"
"62914",1880,"Cairo","Alexander County"
"60955",1877,"Onarga","Iroquois County"
"62907",1873,"Ava","Jackson County"
"62824",1865,"Clay City","Clay County"
"61483",1861,"Toulon","Stark County"
"62262",1854,"Mulberry Grove","Bond County"
"62443",1849,"Mason","Effingham County"
"61833",1831,"Tilton","Vermilion County"
"62693",1805,"Williamsville","Sangamon County"
"62379",1800,"Warsaw","Hancock County"
"62987",1788,"Stonefort","Pope County"
"61914",1783,"Bethany","Moultrie County"
"62814",1782,"Bluford","Jefferson County"
"61957",1778,"Windsor","Shelby County"
"62001",1766,"Alhambra","Madison County"
"62047",1760,"Hardin","Calhoun County"
"60511",1756,"Big Rock","Kane County"
"61450",1756,"La Harpe","Hancock County"
"61087",1755,"Warren","Jo Daviess County"
"61864",1754,"Philo","Champaign County"
"62823",1751,"Cisne","Wayne County"
"61402",1748,"Galesburg","Knox County"
"61031",1745,"Franklin Grove","Lee County"
"61284",1745,"Taylor Ridge","Rock Island County"
"60948",1741,"Loda","Iroquois County"
"62554",1727,"Oreana","Macon County"
"60180",1721,"Union","McHenry County"
"60938",1718,"Gilman","Iroquois County"
"62009",1713,"Benld","Macoupin County"
"62868",1706,"Noble","Richland County"
"62340",1700,"Griggsville","Pike County"
"62245",1698,"Germantown","Clinton County"
"62685",1692,"Shipman","Macoupin County"
"61415",1684,"Avon","Fulton County"
"62061",1672,"Marine","Madison County"
"62899",1672,"Xenia","Clay County"
"62912",1668,"Buncombe","Johnson County"
"61813",1665,"Bement","Piatt County"
"61570",1663,"Washburn","Woodford County"
"61937",1663,"Lovington","Moultrie County"
"61501",1646,"Astoria","Fulton County"
"61725",1644,"Carlock","Woodford County"
"62414",1644,"Beecher City","Fayette County"
"60941",1639,"Herscher","Kankakee County"
"61028",1639,"Elizabeth","Jo Daviess County"
"61741",1635,"Forrest","Livingston County"
"61047",1626,"Leaf River","Ogle County"
"62048",1626,"Hartford","Madison County"
"62084",1601,"Roxana","Madison County"
"60966",1600,"Sheldon","Iroquois County"
"62544",1600,"Macon","Macon County"
"60924",1590,"Cissna Park","Iroquois County"
"62854",1582,"Kinmundy","Marion County"
"60407",1581,"Braceville","Grundy County"
"61818",1579,"Cerro Gordo","Piatt County"
"62546",1564,"Morrisonville","Christian County"
"62984",1558,"Shawneetown","Gallatin County"
"61740",1556,"Flanagan","Livingston County"
"61051",1549,"Milledgeville","Carroll County"
"62555",1545,"Owaneco","Christian County"
"62037",1542,"Grafton","Jersey County"
"62838",1540,"Farina","Fayette County"
"62242",1534,"Evansville","Randolph County"
"60921",1523,"Chatsworth","Livingston County"
"62974",1523,"Pittsburg","Williamson County"
"62983",1521,"Royalton","Franklin County"
"62999",1520,"Zeigler","Franklin County"
"62520",1513,"Dawson","Sangamon County"
"60963",1506,"Rossville","Vermilion County"
"61232",1506,"Andalusia","Rock Island County"
"61744",1506,"Gridley","McLean County"
"62510",1495,"Assumption","Christian County"
"62513",1485,"Blue Mound","Christian County"
"61060",1482,"Orangeville","Stephenson County"
"62612",1482,"Ashland","Cass County"
"61322",1481,"Depue","Bureau County"
"62661",1477,"Loami","Sangamon County"
"60958",1476,"Pembroke Township","Kankakee County"
"62330",1472,"Dallas City","Hancock County"
"61377",1469,"Wenona","LaSalle County"
"61235",1464,"Atkinson","Henry County"
"61006",1460,"Ashton","Lee County"
"60913",1457,"Bonfield","Kankakee County"
"61747",1452,"Hopedale","Tazewell County"
"61486",1450,"Viola","Mercer County"
"62295",1449,"Valmeyer","Monroe County"
"62366",1440,"Pleasant Hill","Pike County"
"61041",1436,"Hanover","Jo Daviess County"
"62354",1435,"Nauvoo","Hancock County"
"61565",1433,"Sparland","Marshall County"
"61943",1430,"Oakland","Coles County"
"61283",1422,"Tampico","Whiteside County"
"62642",1417,"Greenview","Menard County"
"62530",1415,"Divernon","Sangamon County"
"61854",1409,"Mansfield","Piatt County"
"62560",1408,"Raymond","Montgomery County"
"61421",1407,"Bradford","Stark County"
"62324",1398,"Clayton","Adams County"
"62674",1398,"Palmyra","Macoupin County"
"61865",1395,"Potomac","Vermilion County"
"61369",1393,"Toluca","Marshall County"
"61742",1390,"Goodfield","Woodford County"
"61070",1389,"Rock City","Stephenson County"
"61327",1385,"Hennepin","Putnam County"
"62476",1385,"West Salem","Edwards County"
"61259",1379,"Illinois City","Rock Island County"
"62665",1361,"Meredosia","Morgan County"
"62828",1359,"Dahlgren","Hamilton County"
"61272",1357,"New Boston","Mercer County"
"61480",1352,"Stronghurst","Henderson County"
"61361",1351,"Sheffield","Bureau County"
"61759",1350,"Minier","Tazewell County"
"62367",1349,"Plymouth","Hancock County"
"62830",1338,"Dix","Jefferson County"
"61931",1336,"Humboldt","Coles County"
"62931",1335,"Elizabethtown","Hardin County"
"62835",1325,"Enfield","White County"
"62668",1322,"Murrayville","Morgan County"
"61776",1321,"Towanda","McLean County"
"62571",1321,"Tower Hill","Shelby County"
"60460",1319,"Odell","Livingston County"
"62573",1319,"Warrensburg","Macon County"
"61329",1314,"Ladd","Bureau County"
"61368",1314,"Tiskilwa","Bureau County"
"61473",1307,"Roseville","Warren County"
"61728",1301,"Colfax","McLean County"
"61319",1297,"Cornell","Livingston County"
"62545",1296,"Mechanicsburg","Sangamon County"
"61001",1289,"Apple River","Jo Daviess County"
"62638",1288,"Franklin","Morgan County"
"61814",1287,"Bismarck","Vermilion County"
"61488",1284,"Wataga","Knox County"
"61078",1255,"Shannon","Carroll County"
"62933",1253,"Energy","Williamson County"
"61465",1250,"New Windsor","Mercer County"
"62410",1248,"Allendale","Wabash County"
"61467",1244,"Oneida","Knox County"
"61859",1244,"Ogden","Champaign County"
"61353",1238,"Paw Paw","Lee County"
"62932",1238,"Elkville","Jackson County"
"60935",1235,"Essex","Kankakee County"
"62875",1235,"Patoka","Marion County"
"61038",1233,"Garden Prairie","Boone County"
"61870",1230,"Ridge Farm","Vermilion County"
"61913",1229,"Atwood","Piatt County"
"61379",1224,"Wyanet","Bureau County"
"61330",1222,"La Moille","Bureau County"
"62621",1219,"Bluffs","Scott County"
"61878",1217,"Thomasboro","Champaign County"
"62074",1213,"New Douglas","Madison County"
"62086",1213,"Sorento","Bond County"
"60911",1206,"Ashkum","Iroquois County"
"62956",1206,"Karnak","Massac County"
"62462",1197,"Sigel","Shelby County"
"61875",1196,"Seymour","Champaign County"
"61847",1194,"Gifford","Champaign County"
"62540",1186,"Kincaid","Christian County"
"61877",1185,"Sidney","Champaign County"
"61729",1184,"Congerville","Woodford County"
"60550",1177,"Shabbona","DeKalb County"
"61239",1174,"Carbon Cliff","Rock Island County"
"61912",1173,"Ashmore","Coles County"
"62460",1171,"Saint Francisville","Lawrence County"
"62964",1170,"Mounds","Pulaski County"
"61370",1168,"Tonica","LaSalle County"
"61375",1163,"Varna","Marshall County"
"61428",1162,"Dahinda","Knox County"
"62463",1160,"Stewardson","Shelby County"
"62990",1155,"Thebes","Alexander County"
"61412",1154,"Alexis","Mercer County"
"62539",1151,"Illiopolis","Sangamon County"
"62433",1150,"Hutsonville","Crawford County"
"62445",1150,"Montrose","Jasper County"
"61770",1146,"Saybrook","McLean County"
"62473",1143,"Watson","Effingham County"
"62988",1141,"Tamms","Alexander County"
"61242",1136,"Cordova","Rock Island County"
"61447",1133,"Kirkwood","Warren County"
"62982",1131,"Rosiclare","Hardin County"
"62803",1128,"Hoyleton","Washington County"
"62972",1128,"Ozark","Johnson County"
"61933",1114,"Kansas","Edgar County"
"62611",1114,"Arenzville","Cass County"
"62872",1112,"Opdyke","Jefferson County"
"62889",1111,"Texico","Jefferson County"
"60603",1110,"Chicago","Cook County"
"61754",1107,"McLean","McLean County"
"62376",1106,"Ursa","Adams County"
"62816",1104,"Bonnie","Jefferson County"
"61490",1103,"Woodhull","Henry County"
"62827",1097,"Crossville","White County"
"61884",1081,"White Heath","Piatt County"
"62701",1078,"Springfield","Sangamon County"
"61234",1073,"Annawan","Henry County"
"62028",1070,"Elsah","Jersey County"
"61014",1064,"Chadwick","Carroll County"
"62355",1062,"Nebo","Pike County"
"62534",1062,"Findlay","Shelby County"
"62515",1059,"Buffalo","Sangamon County"
"61841",1057,"Fairmount","Vermilion County"
"62440",1055,"Lerna","Coles County"
"61349",1054,"Ohio","Bureau County"
"61925",1054,"Dalton City","Macon County"
"62026",1054,"Edwardsville","Madison County"
"61564",1053,"South Pekin","Tazewell County"
"62090",1053,"Venice","Madison County"
"62214",1050,"Addieville","Washington County"
"61777",1049,"Wapella","De Witt County"
"62094",1048,"Witt","Montgomery County"
"62219",1046,"Beckemeyer","Clinton County"
"61052",1038,"Monroe Center","Ogle County"
"62810",1032,"Belle Rive","Jefferson County"
"62255",1030,"Lenzburg","St. Clair County"
"61572",1029,"Yates City","Knox County"
"61325",1028,"Grand Ridge","LaSalle County"
"61075",1026,"Scales Mound","Jo Daviess County"
"62627",1023,"Chandlerville","Cass County"
"61413",1012,"Alpha","Henry County"
"61569",1010,"Trivoli","Peoria County"
"62338",1010,"Fowler","Adams County"
"62277",1007,"Prairie Du Rocher","Randolph County"
"62339",1005,"Golden","Adams County"
"61420",1002,"Blandinsville","McDonough County"
"62268",1001,"Oakdale","Washington County"
"62853",998,"Kell","Marion County"
"62985",998,"Simpson","Pope County"
"61771",986,"Secor","Woodford County"
"62634",984,"Elkhart","Logan County"
"62022",978,"Dow","Jersey County"
"62063",977,"Medora","Jersey County"
"61942",972,"Newman","Douglas County"
"60072",959,"Ringwood","McHenry County"
"61018",953,"Dakota","Stephenson County"
"62979",948,"Ridgway","Gallatin County"
"61279",944,"Reynolds","Mercer County"
"62017",943,"Coffeen","Montgomery County"
"60602",938,"Chicago","Cook County"
"60959",938,"Piper City","Ford County"
"62422",938,"Cowden","Shelby County"
"62244",933,"Fults","Monroe County"
"61230",932,"Albany","Whiteside County"
"62893",927,"Walnut Hill","Jefferson County"
"62021",925,"Dorsey","Madison County"
"62551",924,"Niantic","Macon County"
"62046",919,"Hamel","Madison County"
"62465",913,"Strasburg","Shelby County"
"62836",913,"Ewing","Franklin County"
"61015",903,"Chana","Ogle County"
"61367",902,"Sublette","Lee County"
"60530",901,"Lee","Lee County"
"62241",900,"Ellis Grove","Randolph County"
"62567",899,"Stonington","Christian County"
"60961",898,"Reddick","Kankakee County"
"62426",890,"Edgewood","Clay County"
"61314",889,"Buda","Bureau County"
"60512",880,"Bristol","Kendall County"
"62316",876,"Bowen","Hancock County"
"62625",874,"Cantrall","Sangamon County"
"60960",872,"Rankin","Vermilion County"
"61544",872,"London Mills","Fulton County"
"61733",870,"Deer Creek","Tazewell County"
"61602",862,"Peoria","Peoria County"
"62688",852,"Tallula","Menard County"
"62423",843,"Dennison","Clark County"
"62425",843,"Dundas","Richland County"
"61489",841,"Williamsfield","Knox County"
"62894",841,"Waltonville","Jefferson County"
"61257",836,"Hillsdale","Rock Island County"
"61774",836,"Stanford","McLean County"
"61876",833,"Sidell","Vermilion County"
"62807",832,"Alma","Marion County"
"62916",830,"Campbell Hill","Jackson County"
"61039",829,"German Valley","Stephenson County"
"62292",824,"Tilden","Randolph County"
"61863",821,"Pesotum","Champaign County"
"61441",815,"Ipava","Fulton County"
"62378",814,"Versailles","Brown County"
"61844",810,"Fithian","Vermilion County"
"61263",808,"Matherville","Mercer County"
"61526",808,"Edelstein","Peoria County"
"62479",808,"Wheeler","Jasper County"
"62523",800,"Decatur","Macon County"
"62628",799,"Chapin","Morgan County"
"62963",798,"Mound City","Pulaski County"
"61414",794,"Altona","Knox County"
"62051",793,"Irving","Montgomery County"
"62533",788,"Farmersville","Montgomery County"
"61436",787,"Gilson","Knox County"
"62477",778,"West Union","Clark County"
"62311",777,"Augusta","Hancock County"
"61919",776,"Camargo","Douglas County"
"61440",774,"Industry","McDonough County"
"62058",770,"Livingston","Madison County"
"62949",770,"Hurst","Williamson County"
"60930",768,"Danforth","Iroquois County"
"62547",767,"Mount Auburn","Christian County"
"61545",766,"Lowpoint","Woodford County"
"62343",761,"Hull","Pike County"
"62436",760,"Jewett","Cumberland County"
"60951",759,"Martinton","Iroquois County"
"61516",754,"Benson","Woodford County"
"62032",754,"Fillmore","Montgomery County"
"62682",751,"San Jose","Mason County"
"61930",749,"Hindsboro","Douglas County"
"62284",745,"Smithboro","Bond County"
"62536",741,"Glenarm","Sangamon County"
"60604",737,"Chicago","Cook County"
"61484",737,"Vermont","Fulton County"
"61262",734,"Lynn Center","Henry County"
"62919",731,"Cave In Rock","Hardin County"
"62940",729,"Gorham","Jackson County"
"62431",719,"Herrick","Shelby County"
"62655",719,"Kilbourne","Mason County"
"62217",718,"Baldwin","Randolph County"
"62992",718,"Ullin","Pulaski County"
"62031",717,"Fieldon","Jersey County"
"62253",717,"Keyesport","Bond County"
"62934",715,"Equality","Gallatin County"
"61345",701,"Neponset","Bureau County"
"61722",701,"Arrowsmith","McLean County"
"62891",700,"Valier","Franklin County"
"62994",697,"Vergennes","Jackson County"
"62643",696,"Hartsburg","Logan County"
"61862",694,"Penfield","Champaign County"
"60549",691,"Serena","LaSalle County"
"61438",691,"Good Hope","McDonough County"
"61453",691,"Little York","Warren County"
"61432",686,"Fairview","Fulton County"
"62630",686,"Chesterfield","Macoupin County"
"60474",684,"South Wilmington","Grundy County"
"62349",680,"Loraine","Adams County"
"61442",678,"Keithsburg","Mercer County"
"60479",676,"Verona","Grundy County"
"61320",675,"Dalzell","Bureau County"
"61769",673,"Saunemin","Livingston County"
"62842",673,"Geff","Wayne County"
"62635",671,"Emden","Logan County"
"60553",666,"Steward","Lee County"
"61437",664,"Gladstone","Henderson County"
"61418",658,"Biggsville","Henderson County"
"61278",657,"Rapids City","Rock Island County"
"62996",656,"Villa Ridge","Pulaski County"
"62997",656,"Willisville","Perry County"
"62957",655,"McClure","Alexander County"
"60952",653,"Melvin","Ford County"
"62250",652,"Hoffman","Clinton County"
"62461",652,"Shumway","Effingham County"
"62543",652,"Latham","Logan County"
"62282",646,"Saint Libory","St. Clair County"
"61049",644,"Lindenwood","Ogle County"
"61261",644,"Lyndon","Whiteside County"
"61928",643,"Gays","Moultrie County"
"61929",639,"Hammond","Piatt County"
"62432",639,"Hidalgo","Jasper County"
"60962",637,"Roberts","Ford County"
"62880",636,"Saint Peter","Fayette County"
"62356",633,"New Canton","Pike County"
"61882",632,"Weldon","De Witt County"
"62977",632,"Raleigh","Saline County"
"62570",630,"Tovey","Christian County"
"62059",629,"Lovejoy","St. Clair County"
"62850",627,"Johnsonville","Wayne County"
"60929",624,"Cullom","Livingston County"
"62474",624,"Westfield","Clark County"
"60918",622,"Buckley","Iroquois County"
"61013",621,"Cedarville","Stephenson County"
"61318",620,"Compton","Lee County"
"62871",620,"Omaha","Gallatin County"
"61430",618,"East Galesburg","Knox County"
"61476",605,"Seaton","Mercer County"
"61067",604,"Ridott","Stephenson County"
"61334",604,"Lostant","LaSalle County"
"62633",603,"Easton","Mason County"
"61260",595,"Joy","Mercer County"
"61811",595,"Alvin","Vermilion County"
"60931",594,"Donovan","Iroquois County"
"62883",594,"Scheller","Jefferson County"
"62015",592,"Butler","Montgomery County"
"61778",591,"Waynesville","De Witt County"
"62954",590,"Junction","Gallatin County"
"61839",589,"De Land","Piatt County"
"61560",586,"Putnam","Putnam County"
"62905",583,"Alto Pass","Union County"
"60910",581,"Aroma Park","Kankakee County"
"61089",575,"Winslow","Stephenson County"
"61721",573,"Armington","Tazewell County"
"62817",573,"Broughton","Hamilton County"
"60912",565,"Beaverville","Iroquois County"
"62942",565,"Grand Tower","Jackson County"
"62280",562,"Rockwood","Jackson County"
"62667",560,"Modesto","Macoupin County"
"60928",559,"Crescent City","Iroquois County"
"62689",557,"Thayer","Sangamon County"
"61563",556,"Saint David","Fulton County"
"60537",551,"Millington","LaSalle County"
"62036",548,"Golden Eagle","Calhoun County"
"60029",546,"Golf","Cook County"
"61872",543,"Sadorus","Champaign County"
"61932",542,"Hume","Edgar County"
"62248",540,"Hecker","Monroe County"
"61840",530,"Dewey","Champaign County"
"62572",530,"Waggoner","Montgomery County"
"62671",530,"New Holland","Logan County"
"62897",530,"Whittington","Franklin County"
"62089",528,"Taylor Springs","Montgomery County"
"62013",527,"Brussels","Calhoun County"
"62238",522,"Cutler","Perry County"
"62480",522,"Willow Hill","Jasper County"
"61482",520,"Table Grove","Fulton County"
"62045",520,"Hamburg","Calhoun County"
"62027",519,"Eldred","Greene County"
"60919",517,"Cabery","Ford County"
"60949",517,"Ludlow","Champaign County"
"62666",517,"Middletown","Logan County"
"60968",516,"Thawville","Iroquois County"
"62848",514,"Irvington","Washington County"
"62358",513,"Niota","Hancock County"
"62375",508,"Timewell","Brown County"
"61454",505,"Lomax","Henderson County"
"61470",505,"Prairie City","McDonough County"
"62512",502,"Beason","Logan County"
"61337",500,"Malden","Bureau County"
"61567",500,"Topeka","Mason County"
"62093",500,"Wilsonville","Macoupin County"
"62941",500,"Grand Chain","Pulaski County"
"61477",499,"Smithfield","Fulton County"
"61423",497,"Cameron","Warren County"
"61378",493,"West Brooklyn","Lee County"
"61917",493,"Brocton","Edgar County"
"61749",491,"Kenney","De Witt County"
"62006",485,"Batchtown","Calhoun County"
"62867",485,"New Haven","White County"
"61336",484,"Magnolia","Putnam County"
"61340",480,"Mark","Putnam County"
"62617",478,"Bath","Mason County"
"62695",473,"Woodson","Morgan County"
"62325",471,"Coatsburg","Adams County"
"62538",471,"Harvel","Montgomery County"
"62314",470,"Baylis","Pike County"
"62079",469,"Piasa","Macoupin County"
"62860",468,"Macedonia","Franklin County"
"61850",466,"Indianola","Vermilion County"
"61458",464,"Maquon","Knox County"
"61317",460,"Cherry","Bureau County"
"62380",452,"West Point","Hancock County"
"61737",444,"Ellsworth","McLean County"
"62908",443,"Belknap","Massac County"
"61816",442,"Broadlands","Champaign County"
"62877",441,"Richview","Washington County"
"61724",439,"Bellflower","McLean County"
"61625",438,"Peoria","Peoria County"
"60109",434,"Burlington","Kane County"
"61312",433,"Arlington","Bureau County"
"61359",431,"Seatonville","Bureau County"
"62915",431,"Cambria","Williamson County"
"61042",428,"Harmon","Lee County"
"61830",422,"Cisco","Piatt County"
"61532",410,"Forest City","Mason County"
"62818",409,"Browns","Edwards County"
"62649",408,"Hettick","Macoupin County"
"60917",407,"Buckingham","Kankakee County"
"62444",407,"Mode","Shelby County"
"60973",406,"Wellington","Iroquois County"
"62365",406,"Plainville","Adams County"
"62421",406,"Claremont","Richland County"
"62970",405,"Olmsted","Pulaski County"
"62923",404,"Cypress","Johnson County"
"60946",401,"Kempton","Ford County"
"62947",401,"Herod","Pope County"
"60932",397,"East Lynn","Vermilion County"
"62289",397,"Summerfield","St. Clair County"
"61425",392,"Carman","Henderson County"
"62886",390,"Sims","Wayne County"
"62469",388,"Trilla","Cumberland County"
"60470",387,"Ransom","LaSalle County"
"61472",387,"Rio","Knox County"
"61485",387,"Victoria","Knox County"
"61478",383,"Smithshire","Warren County"
"61251",382,"Fenton","Whiteside County"
"62514",380,"Boody","Macon County"
"62831",380,"Du Bois","Washington County"
"62345",379,"Kinderhook","Pike County"
"61358",374,"Rutland","LaSalle County"
"61730",369,"Cooksville","McLean County"
"62885",369,"Shobonier","Fayette County"
"62054",367,"Kane","Greene County"
"61735",363,"Dewitt","De Witt County"
"61335",362,"McNabb","Putnam County"
"62081",359,"Rockbridge","Greene County"
"62553",359,"Oconee","Shelby County"
"61524",358,"Dunfermline","Fulton County"
"61050",357,"McConnell","Stephenson County"
"62362",353,"Perry","Pike County"
"62446",353,"Mount Erie","Wayne County"
"61773",352,"Sibley","Ford County"
"62478",351,"West York","Clark County"
"62856",351,"Logan","Franklin County"
"62976",351,"Pulaski","Pulaski County"
"61459",348,"Marietta","Fulton County"
"61411",346,"Adair","McDonough County"
"62967",344,"New Burnside","Johnson County"
"61871",343,"Royal","Champaign County"
"62969",342,"Olive Branch","Alexander County"
"62297",338,"Walsh","Randolph County"
"62434",335,"Ingraham","Clay County"
"62874",335,"Orient","Franklin County"
"62833",334,"Ellery","Wayne County"
"62953",333,"Joppa","Massac County"
"62053",332,"Kampsville","Calhoun County"
"62370",332,"Rockport","Pike County"
"62313",330,"Basco","Hancock County"
"62361",330,"Pearl","Pike County"
"62481",329,"Yale","Jasper County"
"62537",329,"Harristown","Macon County"
"62601",329,"Alexander","Morgan County"
"62673",328,"Oakford","Menard County"
"61007",325,"Baileyville","Ogle County"
"62091",325,"Walshville","Montgomery County"
"62452",325,"Parkersburg","Richland County"
"62556",321,"Palmer","Christian County"
"61720",319,"Anchor","McLean County"
"62019",317,"Donnellson","Bond County"
"62077",317,"Panama","Montgomery County"
"61431",315,"Ellisville","Fulton County"
"61321",312,"Dana","LaSalle County"
"62943",312,"Grantsburg","Johnson County"
"60974",310,"Woodland","Iroquois County"
"62862",303,"Mill Shoals","White County"
"60933",300,"Elliott","Ford County"
"61363",300,"Standard","Putnam County"
"62927",299,"Dowell","Jackson County"
"61815",298,"Bondville","Champaign County"
"61851",296,"Ivesdale","Champaign County"
"61940",294,"Metcalf","Edgar County"
"62631",294,"Concord","Morgan County"
"62459",289,"Sainte Marie","Jasper County"
"62475",289,"West Liberty","Jasper County"
"61812",288,"Armstrong","Vermilion County"
"62809",288,"Barnhill","Wayne County"
"61936",286,"La Place","Piatt County"
"62413",286,"Annapolis","Crawford County"
"61474",285,"Saint Augustine","Knox County"
"60141",280,"Hines","Cook County"
"62815",280,"Bone Gap","Edwards County"
"62050",278,"Hillview","Greene County"
"61243",277,"Deer Grove","Whiteside County"
"62011",273,"Bingham","Fayette County"
"61333",270,"Long Point","Livingston County"
"61274",269,"Osco","Henry County"
"61372",269,"Troy Grove","LaSalle County"
"61466",267,"North Henderson","Mercer County"
"62373",267,"Sutter","Hancock County"
"62819",267,"Buckner","Franklin County"
"62624",266,"Browning","Schuyler County"
"61848",263,"Henning","Vermilion County"
"61344",262,"Mineral","Bureau County"
"62357",261,"New Salem","Pike County"
"61553",259,"Norris","Fulton County"
"62273",259,"Pierron","Bond County"
"62419",258,"Calhoun","Richland County"
"62811",256,"Bellmont","Wabash County"
"61233",253,"Andover","Henry County"
"61772",252,"Shirley","McLean County"
"61845",251,"Foosland","Champaign County"
"61439",250,"Henderson","Knox County"
"62878",250,"Rinard","Wayne County"
"61519",249,"Bryant","Fulton County"
"61315",248,"Bureau","Bureau County"
"61416",247,"Bardolph","McDonough County"
"62323",247,"Chambersburg","Pike County"
"62851",247,"Keenes","Wayne County"
"60539",246,"Mooseheart","Kane County"
"60113",245,"Creston","Ogle County"
"62825",243,"Coello","Franklin County"
"62921",243,"Colp","Williamson County"
"60945",242,"Iroquois","Iroquois County"
"62887",241,"Springerton","White County"
"61775",240,"Strawn","Livingston County"
"62319",240,"Camden","Schuyler County"
"61338",238,"Manlius","Bureau County"
"62517",238,"Bulpitt","Christian County"
"61417",237,"Berwick","Warren County"
"61044",235,"Kent","Stephenson County"
"61313",232,"Blackstone","Livingston County"
"61449",229,"La Fayette","Stark County"
"61451",225,"Laura","Peoria County"
"60129",224,"Esmond","Ogle County"
"61552",220,"Mossville","Peoria County"
"62348",219,"Lima","Adams County"
"60557",218,"Wedron","LaSalle County"
"61311",217,"Ancona","Livingston County"
"62352",215,"Milton","Pike County"
"61079",213,"Shirland","Winnebago County"
"62639",213,"Frederick","Schuyler County"
"62374",211,"Tennessee","Hancock County"
"62438",211,"Lakewood","Shelby County"
"60934",208,"Emington","Livingston County"
"60920",204,"Campus","Livingston County"
"62998",198,"Wolf Lake","Union County"
"61316",196,"Cedar Point","LaSalle County"
"61941",196,"Murdock","Douglas County"
"61955",193,"Vermilion","Edgar County"
"61475",192,"Sciota","McDonough County"
"60208",191,"Evanston","Cook County"
"61468",190,"Ophiem","Henry County"
"62892",190,"Vernon","Marion County"
"61258",188,"Hooppole","Henry County"
"62663",185,"Manchester","Scott County"
"61810",183,"Allerton","Vermilion County"
"62518",181,"Chestnut","Logan County"
"61460",179,"Media","Henderson County"
"61059",176,"Nora","Jo Daviess County"
"62975",169,"Pomona","Jackson County"
"62085",167,"Sawyerville","Macoupin County"
"62334",166,"Elvaston","Hancock County"
"61743",165,"Graymont","Livingston County"
"62950",160,"Jacob","Jackson County"
"61043",159,"Holcomb","Ogle County"
"62083",157,"Rosamond","Christian County"
"62464",157,"Stoy","Crawford County"
"61435",155,"Gerlaw","Warren County"
"60111",153,"Clare","DeKalb County"
"61949",152,"Redmon","Edgar County"
"61419",151,"Bishop Hill","Henry County"
"61539",150,"Kingston Mines","Peoria County"
"62023",150,"Eagarville","Macoupin County"
"62610",150,"Alsey","Scott County"
"62672",150,"Nilwood","Macoupin County"
"61452",146,"Littleton","Schuyler County"
"61857",146,"Muncie","Vermilion County"
"61731",145,"Cropsey","McLean County"
"62841",140,"Freeman Spur","Williamson County"
"61332",139,"Leonore","LaSalle County"
"61831",139,"Collison","Vermilion County"
"61852",138,"Longview","Champaign County"
"61471",136,"Raritan","Henderson County"
"62876",135,"Radom","Washington County"
"62820",133,"Burnt Prairie","White County"
"62852",132,"Keensburg","Wabash County"
"61750",129,"Lane","De Witt County"
"62346",128,"La Prairie","Adams County"
"62829",128,"Dale","Hamilton County"
"62359",126,"Paloma","Adams County"
"62861",124,"Maunie","White County"
"60956",122,"Papineau","Iroquois County"
"61077",118,"Seward","Winnebago County"
"61112",113,"Rockford","Winnebago County"
"61543",111,"Liverpool","Fulton County"
"61037",105,"Galt","Whiteside County"
"61323",105,"Dover","Bureau County"
"61426",105,"Castleton","Stark County"
"61855",103,"Milmine","Piatt County"
"61027",102,"Eleroy","Stephenson County"
"62078",102,"Patterson","Greene County"
"61541",99,"La Rose","Marshall County"
"62336",94,"Ferris","Hancock County"
"61562",92,"Rome","Peoria County"
"62622",90,"Bluff Springs","Cass County"
"62843",90,"Golden Gate","Wayne County"
"60437",88,"Kinsman","Grundy County"
"60536",88,"Millbrook","Kendall County"
"61324",85,"Eldena","Lee County"
"61371",85,"Triumph","LaSalle County"
"60144",83,"Kaneville","Kane County"
"61328",78,"Kasbeer","Bureau County"
"61276",77,"Preemption","Mercer County"
"60926",76,"Claytonville","Iroquois County"
"62030",75,"Fidelity","Jersey County"
"62076",73,"Ohlman","Montgomery County"
"62928",71,"Eddyville","Pope County"
"60519",70,"Eola","DuPage County"
"62279",70,"Renault","Monroe County"
"61057",67,"Nachusa","Lee County"
"61236",65,"Barstow","Rock Island County"
"62532",64,"Elwin","Macon County"
"60969",60,"Union Hill","Kankakee County"
"61751",60,"Lawndale","Logan County"
"61346",47,"New Bedford","Bureau County"
"61374",46,"Van Orin","Bureau County"
"62519",46,"Cornland","Logan County"
"62541",46,"Lake Fork","Logan County"
"62879",46,"Sailor Springs","Clay County"
"62961",45,"Millcreek","Union County"
"62965",45,"Muddy","Saline County"
"61424",34,"Camp Grove","Marshall County"
"62256",34,"Maeystown","Monroe County"
"62098",32,"Wrights","Greene County"
"61479",24,"Speer","Marshall County"
"61433",22,"Fiatt","Fulton County"
"62344",20,"Huntsville","Schuyler County"
"62266",13,"New Memphis","Clinton County"
"62261",12,"Modoc","Randolph County"
